id,group,province,adcode,model,bodyType,regYear,regMonth,forecastVolum
59,A,浙江,330000,2d0d2c3403909fdb,SUV,2018,1,489
60,A,湖北,420000,2d0d2c3403909fdb,SUV,2018,1,366
61,A,湖南,430000,2d0d2c3403909fdb,SUV,2018,1,322
62,A,福建,350000,2d0d2c3403909fdb,SUV,2018,1,177
63,A,辽宁,210000,2d0d2c3403909fdb,SUV,2018,1,604
64,A,重庆,500000,2d0d2c3403909fdb,SUV,2018,1,230
65,A,陕西,610000,2d0d2c3403909fdb,SUV,2018,1,339
66,A,黑龙江,230000,2d0d2c3403909fdb,SUV,2018,1,326
67,A,上海,310000,a28bb927b6fcb33c,Sedan,2018,1,115
68,A,云南,530000,a28bb927b6fcb33c,Sedan,2018,1,313
69,A,内蒙古,150000,a28bb927b6fcb33c,Sedan,2018,1,138
70,A,北京,110000,a28bb927b6fcb33c,Sedan,2018,1,62
71,A,四川,510000,a28bb927b6fcb33c,Sedan,2018,1,429
72,A,安徽,340000,a28bb927b6fcb33c,Sedan,2018,1,300
73,A,山东,370000,a28bb927b6fcb33c,Sedan,2018,1,351
74,A,山西,140000,a28bb927b6fcb33c,Sedan,2018,1,158
75,A,广东,440000,a28bb927b6fcb33c,Sedan,2018,1,3513
76,A,广西,450000,a28bb927b6fcb33c,Sedan,2018,1,409
77,A,江苏,320000,a28bb927b6fcb33c,Sedan,2018,1,962
78,A,江西,360000,a28bb927b6fcb33c,Sedan,2018,1,359
79,A,河北,130000,a28bb927b6fcb33c,Sedan,2018,1,397
80,A,河南,410000,a28bb927b6fcb33c,Sedan,2018,1,570
81,A,浙江,330000,a28bb927b6fcb33c,Sedan,2018,1,1254
82,A,湖北,420000,a28bb927b6fcb33c,Sedan,2018,1,571
83,A,湖南,430000,a28bb927b6fcb33c,Sedan,2018,1,571
84,A,福建,350000,a28bb927b6fcb33c,Sedan,2018,1,552
85,A,辽宁,210000,a28bb927b6fcb33c,Sedan,2018,1,310
86,A,重庆,500000,a28bb927b6fcb33c,Sedan,2018,1,115
87,A,陕西,610000,a28bb927b6fcb33c,Sedan,2018,1,232
88,A,黑龙江,230000,a28bb927b6fcb33c,Sedan,2018,1,161
89,A,上海,310000,17bc272c93f19d56,MPV,2018,1,207
90,A,云南,530000,17bc272c93f19d56,MPV,2018,1,4863
91,A,内蒙古,150000,17bc272c93f19d56,MPV,2018,1,631
92,A,北京,110000,17bc272c93f19d56,MPV,2018,1,83
93,A,四川,510000,17bc272c93f19d56,MPV,2018,1,1766
94,A,安徽,340000,17bc272c93f19d56,MPV,2018,1,2084
95,A,山东,370000,17bc272c93f19d56,MPV,2018,1,4468
96,A,山西,140000,17bc272c93f19d56,MPV,2018,1,2311
97,A,广东,440000,17bc272c93f19d56,MPV,2018,1,1835
98,A,广西,450000,17bc272c93f19d56,MPV,2018,1,2629
99,A,江苏,320000,17bc272c93f19d56,MPV,2018,1,2285
100,A,江西,360000,17bc272c93f19d56,MPV,2018,1,1092
101,A,河北,130000,17bc272c93f19d56,MPV,2018,1,4559
102,A,河南,410000,17bc272c93f19d56,MPV,2018,1,5452
103,A,浙江,330000,17bc272c93f19d56,MPV,2018,1,1498
104,A,湖北,420000,17bc272c93f19d56,MPV,2018,1,1927
105,A,湖南,430000,17bc272c93f19d56,MPV,2018,1,2099
106,A,福建,350000,17bc272c93f19d56,MPV,2018,1,565
107,A,辽宁,210000,17bc272c93f19d56,MPV,2018,1,1075
108,A,重庆,500000,17bc272c93f19d56,MPV,2018,1,283
109,A,陕西,610000,17bc272c93f19d56,MPV,2018,1,2305
110,A,黑龙江,230000,17bc272c93f19d56,MPV,2018,1,489
111,A,上海,310000,2a2ab41f8f6ff1cb,SUV,2018,1,497
112,A,云南,530000,2a2ab41f8f6ff1cb,SUV,2018,1,706
113,A,内蒙古,150000,2a2ab41f8f6ff1cb,SUV,2018,1,618
114,A,北京,110000,2a2ab41f8f6ff1cb,SUV,2018,1,124
115,A,四川,510000,2a2ab41f8f6ff1cb,SUV,2018,1,1406
116,A,安徽,340000,2a2ab41f8f6ff1cb,SUV,2018,1,1733
117,A,山东,370000,2a2ab41f8f6ff1cb,SUV,2018,1,2323
118,A,山西,140000,2a2ab41f8f6ff1cb,SUV,2018,1,735
119,A,广东,440000,2a2ab41f8f6ff1cb,SUV,2018,1,6839
120,A,广西,450000,2a2ab41f8f6ff1cb,SUV,2018,1,903
121,A,江苏,320000,2a2ab41f8f6ff1cb,SUV,2018,1,1964
122,A,江西,360000,2a2ab41f8f6ff1cb,SUV,2018,1,1211
123,A,河北,130000,2a2ab41f8f6ff1cb,SUV,2018,1,2974
124,A,河南,410000,2a2ab41f8f6ff1cb,SUV,2018,1,3715
125,A,浙江,330000,2a2ab41f8f6ff1cb,SUV,2018,1,1208
126,A,湖北,420000,2a2ab41f8f6ff1cb,SUV,2018,1,1746
127,A,湖南,430000,2a2ab41f8f6ff1cb,SUV,2018,1,1863
128,A,福建,350000,2a2ab41f8f6ff1cb,SUV,2018,1,418
129,A,辽宁,210000,2a2ab41f8f6ff1cb,SUV,2018,1,391
130,A,重庆,500000,2a2ab41f8f6ff1cb,SUV,2018,1,857
131,A,陕西,610000,2a2ab41f8f6ff1cb,SUV,2018,1,795
132,A,黑龙江,230000,2a2ab41f8f6ff1cb,SUV,2018,1,490
133,A,上海,310000,c06a2a387c0ee510,MPV,2018,1,1528
134,A,云南,530000,c06a2a387c0ee510,MPV,2018,1,214
135,A,内蒙古,150000,c06a2a387c0ee510,MPV,2018,1,175
136,A,北京,110000,c06a2a387c0ee510,MPV,2018,1,1825
137,A,四川,510000,c06a2a387c0ee510,MPV,2018,1,366
138,A,安徽,340000,c06a2a387c0ee510,MPV,2018,1,423
139,A,山东,370000,c06a2a387c0ee510,MPV,2018,1,1445
140,A,山西,140000,c06a2a387c0ee510,MPV,2018,1,334
141,A,广东,440000,c06a2a387c0ee510,MPV,2018,1,1301
142,A,广西,450000,c06a2a387c0ee510,MPV,2018,1,153
143,A,江苏,320000,c06a2a387c0ee510,MPV,2018,1,1444
144,A,江西,360000,c06a2a387c0ee510,MPV,2018,1,211
145,A,河北,130000,c06a2a387c0ee510,MPV,2018,1,869
146,A,河南,410000,c06a2a387c0ee510,MPV,2018,1,904
147,A,浙江,330000,c06a2a387c0ee510,MPV,2018,1,1004
148,A,湖北,420000,c06a2a387c0ee510,MPV,2018,1,293
149,A,湖南,430000,c06a2a387c0ee510,MPV,2018,1,214
150,A,福建,350000,c06a2a387c0ee510,MPV,2018,1,231
151,A,辽宁,210000,c06a2a387c0ee510,MPV,2018,1,376
152,A,重庆,500000,c06a2a387c0ee510,MPV,2018,1,128
153,A,陕西,610000,c06a2a387c0ee510,MPV,2018,1,395
154,A,黑龙江,230000,c06a2a387c0ee510,MPV,2018,1,260
155,A,上海,310000,7023efdab9cedc03,Sedan,2018,1,288
156,A,云南,530000,7023efdab9cedc03,Sedan,2018,1,56
157,A,内蒙古,150000,7023efdab9cedc03,Sedan,2018,1,30
158,A,北京,110000,7023efdab9cedc03,Sedan,2018,1,29
159,A,四川,510000,7023efdab9cedc03,Sedan,2018,1,288
160,A,安徽,340000,7023efdab9cedc03,Sedan,2018,1,459
161,A,山东,370000,7023efdab9cedc03,Sedan,2018,1,276
162,A,山西,140000,7023efdab9cedc03,Sedan,2018,1,44
163,A,广东,440000,7023efdab9cedc03,Sedan,2018,1,258
164,A,广西,450000,7023efdab9cedc03,Sedan,2018,1,92
165,A,江苏,320000,7023efdab9cedc03,Sedan,2018,1,830
166,A,江西,360000,7023efdab9cedc03,Sedan,2018,1,215
167,A,河北,130000,7023efdab9cedc03,Sedan,2018,1,138
168,A,河南,410000,7023efdab9cedc03,Sedan,2018,1,246
169,A,浙江,330000,7023efdab9cedc03,Sedan,2018,1,410
170,A,湖北,420000,7023efdab9cedc03,Sedan,2018,1,258
171,A,湖南,430000,7023efdab9cedc03,Sedan,2018,1,237
172,A,福建,350000,7023efdab9cedc03,Sedan,2018,1,104
173,A,辽宁,210000,7023efdab9cedc03,Sedan,2018,1,29
174,A,重庆,500000,7023efdab9cedc03,Sedan,2018,1,70
175,A,陕西,610000,7023efdab9cedc03,Sedan,2018,1,117
176,A,黑龙江,230000,7023efdab9cedc03,Sedan,2018,1,20
177,A,上海,310000,af6f4f548684e14d,SUV,2018,1,1081
178,A,云南,530000,af6f4f548684e14d,SUV,2018,1,399
179,A,内蒙古,150000,af6f4f548684e14d,SUV,2018,1,342
180,A,北京,110000,af6f4f548684e14d,SUV,2018,1,655
181,A,四川,510000,af6f4f548684e14d,SUV,2018,1,1217
182,A,安徽,340000,af6f4f548684e14d,SUV,2018,1,1228
183,A,山东,370000,af6f4f548684e14d,SUV,2018,1,1130
184,A,山西,140000,af6f4f548684e14d,SUV,2018,1,447
185,A,广东,440000,af6f4f548684e14d,SUV,2018,1,1124
186,A,广西,450000,af6f4f548684e14d,SUV,2018,1,365
187,A,江苏,320000,af6f4f548684e14d,SUV,2018,1,1678
188,A,江西,360000,af6f4f548684e14d,SUV,2018,1,1042
189,A,河北,130000,af6f4f548684e14d,SUV,2018,1,820
190,A,河南,410000,af6f4f548684e14d,SUV,2018,1,1227
191,A,浙江,330000,af6f4f548684e14d,SUV,2018,1,1192
192,A,湖北,420000,af6f4f548684e14d,SUV,2018,1,1274
193,A,湖南,430000,af6f4f548684e14d,SUV,2018,1,1416
194,A,福建,350000,af6f4f548684e14d,SUV,2018,1,587
195,A,辽宁,210000,af6f4f548684e14d,SUV,2018,1,321
196,A,重庆,500000,af6f4f548684e14d,SUV,2018,1,508
197,A,陕西,610000,af6f4f548684e14d,SUV,2018,1,444
198,A,黑龙江,230000,af6f4f548684e14d,SUV,2018,1,136
199,A,上海,310000,7cf283430b3b5e38,Sedan,2018,1,726
200,A,云南,530000,7cf283430b3b5e38,Sedan,2018,1,401
201,A,内蒙古,150000,7cf283430b3b5e38,Sedan,2018,1,397
202,A,北京,110000,7cf283430b3b5e38,Sedan,2018,1,92
203,A,四川,510000,7cf283430b3b5e38,Sedan,2018,1,1472
204,A,安徽,340000,7cf283430b3b5e38,Sedan,2018,1,2148
205,A,山东,370000,7cf283430b3b5e38,Sedan,2018,1,3036
206,A,山西,140000,7cf283430b3b5e38,Sedan,2018,1,714
207,A,广东,440000,7cf283430b3b5e38,Sedan,2018,1,1246
208,A,广西,450000,7cf283430b3b5e38,Sedan,2018,1,824
209,A,江苏,320000,7cf283430b3b5e38,Sedan,2018,1,3254
210,A,江西,360000,7cf283430b3b5e38,Sedan,2018,1,1734
211,A,河北,130000,7cf283430b3b5e38,Sedan,2018,1,1727
212,A,河南,410000,7cf283430b3b5e38,Sedan,2018,1,2974
213,A,浙江,330000,7cf283430b3b5e38,Sedan,2018,1,1761
214,A,湖北,420000,7cf283430b3b5e38,Sedan,2018,1,1394
215,A,湖南,430000,7cf283430b3b5e38,Sedan,2018,1,1441
216,A,福建,350000,7cf283430b3b5e38,Sedan,2018,1,941
217,A,辽宁,210000,7cf283430b3b5e38,Sedan,2018,1,385
218,A,重庆,500000,7cf283430b3b5e38,Sedan,2018,1,487
219,A,陕西,610000,7cf283430b3b5e38,Sedan,2018,1,780
220,A,黑龙江,230000,7cf283430b3b5e38,Sedan,2018,1,138
221,A,上海,310000,d4efbebb087fd03f,Sedan,2018,1,101
222,A,云南,530000,d4efbebb087fd03f,Sedan,2018,1,460
223,A,内蒙古,150000,d4efbebb087fd03f,Sedan,2018,1,308
224,A,北京,110000,d4efbebb087fd03f,Sedan,2018,1,305
225,A,四川,510000,d4efbebb087fd03f,Sedan,2018,1,1640
226,A,安徽,340000,d4efbebb087fd03f,Sedan,2018,1,1096
227,A,山东,370000,d4efbebb087fd03f,Sedan,2018,1,2320
228,A,山西,140000,d4efbebb087fd03f,Sedan,2018,1,1030
229,A,广东,440000,d4efbebb087fd03f,Sedan,2018,1,1446
230,A,广西,450000,d4efbebb087fd03f,Sedan,2018,1,940
231,A,江苏,320000,d4efbebb087fd03f,Sedan,2018,1,1124
232,A,江西,360000,d4efbebb087fd03f,Sedan,2018,1,1173
233,A,河北,130000,d4efbebb087fd03f,Sedan,2018,1,1636
234,A,河南,410000,d4efbebb087fd03f,Sedan,2018,1,2975
235,A,浙江,330000,d4efbebb087fd03f,Sedan,2018,1,2036
236,A,湖北,420000,d4efbebb087fd03f,Sedan,2018,1,1334
237,A,湖南,430000,d4efbebb087fd03f,Sedan,2018,1,1188
238,A,福建,350000,d4efbebb087fd03f,Sedan,2018,1,693
239,A,辽宁,210000,d4efbebb087fd03f,Sedan,2018,1,251
240,A,重庆,500000,d4efbebb087fd03f,Sedan,2018,1,620
241,A,陕西,610000,d4efbebb087fd03f,Sedan,2018,1,1586
242,A,黑龙江,230000,d4efbebb087fd03f,Sedan,2018,1,167
243,A,上海,310000,7245e0ee27b195cd,Sedan,2018,1,76
244,A,云南,530000,7245e0ee27b195cd,Sedan,2018,1,561
245,A,内蒙古,150000,7245e0ee27b195cd,Sedan,2018,1,461
246,A,北京,110000,7245e0ee27b195cd,Sedan,2018,1,45
247,A,四川,510000,7245e0ee27b195cd,Sedan,2018,1,985
248,A,安徽,340000,7245e0ee27b195cd,Sedan,2018,1,775
249,A,山东,370000,7245e0ee27b195cd,Sedan,2018,1,1748
250,A,山西,140000,7245e0ee27b195cd,Sedan,2018,1,1012
251,A,广东,440000,7245e0ee27b195cd,Sedan,2018,1,1217
252,A,广西,450000,7245e0ee27b195cd,Sedan,2018,1,684
253,A,江苏,320000,7245e0ee27b195cd,Sedan,2018,1,748
254,A,江西,360000,7245e0ee27b195cd,Sedan,2018,1,775
255,A,河北,130000,7245e0ee27b195cd,Sedan,2018,1,1816
256,A,河南,410000,7245e0ee27b195cd,Sedan,2018,1,1921
257,A,浙江,330000,7245e0ee27b195cd,Sedan,2018,1,679
258,A,湖北,420000,7245e0ee27b195cd,Sedan,2018,1,787
259,A,湖南,430000,7245e0ee27b195cd,Sedan,2018,1,880
260,A,福建,350000,7245e0ee27b195cd,Sedan,2018,1,356
261,A,辽宁,210000,7245e0ee27b195cd,Sedan,2018,1,448
262,A,重庆,500000,7245e0ee27b195cd,Sedan,2018,1,432
263,A,陕西,610000,7245e0ee27b195cd,Sedan,2018,1,1132
264,A,黑龙江,230000,7245e0ee27b195cd,Sedan,2018,1,286
265,A,上海,310000,8c915fe4632fb9fa,SUV,2018,1,162
266,A,云南,530000,8c915fe4632fb9fa,SUV,2018,1,1351
267,A,内蒙古,150000,8c915fe4632fb9fa,SUV,2018,1,740
268,A,北京,110000,8c915fe4632fb9fa,SUV,2018,1,58
269,A,四川,510000,8c915fe4632fb9fa,SUV,2018,1,2160
270,A,安徽,340000,8c915fe4632fb9fa,SUV,2018,1,1684
271,A,山东,370000,8c915fe4632fb9fa,SUV,2018,1,3030
272,A,山西,140000,8c915fe4632fb9fa,SUV,2018,1,1108
273,A,广东,440000,8c915fe4632fb9fa,SUV,2018,1,1322
274,A,广西,450000,8c915fe4632fb9fa,SUV,2018,1,929
275,A,江苏,320000,8c915fe4632fb9fa,SUV,2018,1,1759
276,A,江西,360000,8c915fe4632fb9fa,SUV,2018,1,1203
277,A,河北,130000,8c915fe4632fb9fa,SUV,2018,1,2774
278,A,河南,410000,8c915fe4632fb9fa,SUV,2018,1,2999
279,A,浙江,330000,8c915fe4632fb9fa,SUV,2018,1,1093
280,A,湖北,420000,8c915fe4632fb9fa,SUV,2018,1,1420
281,A,湖南,430000,8c915fe4632fb9fa,SUV,2018,1,1473
282,A,福建,350000,8c915fe4632fb9fa,SUV,2018,1,665
283,A,辽宁,210000,8c915fe4632fb9fa,SUV,2018,1,411
284,A,重庆,500000,8c915fe4632fb9fa,SUV,2018,1,586
285,A,陕西,610000,8c915fe4632fb9fa,SUV,2018,1,1298
286,A,黑龙江,230000,8c915fe4632fb9fa,SUV,2018,1,617
287,A,上海,310000,6155b214590c66e6,SUV,2018,1,375
288,A,云南,530000,6155b214590c66e6,SUV,2018,1,1618
289,A,内蒙古,150000,6155b214590c66e6,SUV,2018,1,1230
290,A,北京,110000,6155b214590c66e6,SUV,2018,1,255
291,A,四川,510000,6155b214590c66e6,SUV,2018,1,3020
292,A,安徽,340000,6155b214590c66e6,SUV,2018,1,2926
293,A,山东,370000,6155b214590c66e6,SUV,2018,1,4635
294,A,山西,140000,6155b214590c66e6,SUV,2018,1,1086
295,A,广东,440000,6155b214590c66e6,SUV,2018,1,2620
296,A,广西,450000,6155b214590c66e6,SUV,2018,1,1122
297,A,江苏,320000,6155b214590c66e6,SUV,2018,1,3520
298,A,江西,360000,6155b214590c66e6,SUV,2018,1,1834
299,A,河北,130000,6155b214590c66e6,SUV,2018,1,3288
300,A,河南,410000,6155b214590c66e6,SUV,2018,1,6473
301,A,浙江,330000,6155b214590c66e6,SUV,2018,1,2298
302,A,湖北,420000,6155b214590c66e6,SUV,2018,1,2365
303,A,湖南,430000,6155b214590c66e6,SUV,2018,1,2917
304,A,福建,350000,6155b214590c66e6,SUV,2018,1,831
305,A,辽宁,210000,6155b214590c66e6,SUV,2018,1,1169
306,A,重庆,500000,6155b214590c66e6,SUV,2018,1,1077
307,A,陕西,610000,6155b214590c66e6,SUV,2018,1,1388
308,A,黑龙江,230000,6155b214590c66e6,SUV,2018,1,828
309,A,上海,310000,28e29f2c03dcd84c,Sedan,2018,1,846
310,A,云南,530000,28e29f2c03dcd84c,Sedan,2018,1,620
311,A,内蒙古,150000,28e29f2c03dcd84c,Sedan,2018,1,604
312,A,北京,110000,28e29f2c03dcd84c,Sedan,2018,1,1239
313,A,四川,510000,28e29f2c03dcd84c,Sedan,2018,1,1013
314,A,安徽,340000,28e29f2c03dcd84c,Sedan,2018,1,1190
315,A,山东,370000,28e29f2c03dcd84c,Sedan,2018,1,1539
316,A,山西,140000,28e29f2c03dcd84c,Sedan,2018,1,1015
317,A,广东,440000,28e29f2c03dcd84c,Sedan,2018,1,631
318,A,广西,450000,28e29f2c03dcd84c,Sedan,2018,1,202
319,A,江苏,320000,28e29f2c03dcd84c,Sedan,2018,1,1993
320,A,江西,360000,28e29f2c03dcd84c,Sedan,2018,1,421
321,A,河北,130000,28e29f2c03dcd84c,Sedan,2018,1,1988
322,A,河南,410000,28e29f2c03dcd84c,Sedan,2018,1,1415
323,A,浙江,330000,28e29f2c03dcd84c,Sedan,2018,1,911
324,A,湖北,420000,28e29f2c03dcd84c,Sedan,2018,1,474
325,A,湖南,430000,28e29f2c03dcd84c,Sedan,2018,1,562
326,A,福建,350000,28e29f2c03dcd84c,Sedan,2018,1,405
327,A,辽宁,210000,28e29f2c03dcd84c,Sedan,2018,1,271
328,A,重庆,500000,28e29f2c03dcd84c,Sedan,2018,1,545
329,A,陕西,610000,28e29f2c03dcd84c,Sedan,2018,1,822
330,A,黑龙江,230000,28e29f2c03dcd84c,Sedan,2018,1,82
331,A,上海,310000,37aa9169b575ef79,Sedan,2018,1,102
332,A,云南,530000,37aa9169b575ef79,Sedan,2018,1,1152
333,A,内蒙古,150000,37aa9169b575ef79,Sedan,2018,1,774
334,A,北京,110000,37aa9169b575ef79,Sedan,2018,1,50
335,A,四川,510000,37aa9169b575ef79,Sedan,2018,1,1992
336,A,安徽,340000,37aa9169b575ef79,Sedan,2018,1,259
337,A,山东,370000,37aa9169b575ef79,Sedan,2018,1,2131
338,A,山西,140000,37aa9169b575ef79,Sedan,2018,1,896
339,A,广东,440000,37aa9169b575ef79,Sedan,2018,1,1784
340,A,广西,450000,37aa9169b575ef79,Sedan,2018,1,544
341,A,江苏,320000,37aa9169b575ef79,Sedan,2018,1,565
342,A,江西,360000,37aa9169b575ef79,Sedan,2018,1,398
343,A,河北,130000,37aa9169b575ef79,Sedan,2018,1,2486
344,A,河南,410000,37aa9169b575ef79,Sedan,2018,1,1745
345,A,浙江,330000,37aa9169b575ef79,Sedan,2018,1,456
346,A,湖北,420000,37aa9169b575ef79,Sedan,2018,1,406
347,A,湖南,430000,37aa9169b575ef79,Sedan,2018,1,1522
348,A,福建,350000,37aa9169b575ef79,Sedan,2018,1,297
349,A,辽宁,210000,37aa9169b575ef79,Sedan,2018,1,869
350,A,重庆,500000,37aa9169b575ef79,Sedan,2018,1,131
351,A,陕西,610000,37aa9169b575ef79,Sedan,2018,1,632
352,A,黑龙江,230000,37aa9169b575ef79,Sedan,2018,1,1157
353,A,上海,310000,63065128401bb3ff,Sedan,2018,1,2516
354,A,云南,530000,63065128401bb3ff,Sedan,2018,1,1124
355,A,内蒙古,150000,63065128401bb3ff,Sedan,2018,1,471
356,A,北京,110000,63065128401bb3ff,Sedan,2018,1,106
357,A,四川,510000,63065128401bb3ff,Sedan,2018,1,1964
358,A,安徽,340000,63065128401bb3ff,Sedan,2018,1,1949
359,A,山东,370000,63065128401bb3ff,Sedan,2018,1,2475
360,A,山西,140000,63065128401bb3ff,Sedan,2018,1,1081
361,A,广东,440000,63065128401bb3ff,Sedan,2018,1,633
362,A,广西,450000,63065128401bb3ff,Sedan,2018,1,430
363,A,江苏,320000,63065128401bb3ff,Sedan,2018,1,2794
364,A,江西,360000,63065128401bb3ff,Sedan,2018,1,1262
365,A,河北,130000,63065128401bb3ff,Sedan,2018,1,2957
366,A,河南,410000,63065128401bb3ff,Sedan,2018,1,3858
367,A,浙江,330000,63065128401bb3ff,Sedan,2018,1,1131
368,A,湖北,420000,63065128401bb3ff,Sedan,2018,1,1262
369,A,湖南,430000,63065128401bb3ff,Sedan,2018,1,1519
370,A,福建,350000,63065128401bb3ff,Sedan,2018,1,692
371,A,辽宁,210000,63065128401bb3ff,Sedan,2018,1,430
372,A,重庆,500000,63065128401bb3ff,Sedan,2018,1,806
373,A,陕西,610000,63065128401bb3ff,Sedan,2018,1,1095
374,A,黑龙江,230000,63065128401bb3ff,Sedan,2018,1,212
375,A,上海,310000,ea489c253676aafc,Sedan,2018,1,162
376,A,云南,530000,ea489c253676aafc,Sedan,2018,1,676
377,A,内蒙古,150000,ea489c253676aafc,Sedan,2018,1,728
378,A,北京,110000,ea489c253676aafc,Sedan,2018,1,31
379,A,四川,510000,ea489c253676aafc,Sedan,2018,1,1188
380,A,安徽,340000,ea489c253676aafc,Sedan,2018,1,912
381,A,山东,370000,ea489c253676aafc,Sedan,2018,1,3189
382,A,山西,140000,ea489c253676aafc,Sedan,2018,1,1619
383,A,广东,440000,ea489c253676aafc,Sedan,2018,1,587
384,A,广西,450000,ea489c253676aafc,Sedan,2018,1,384
385,A,江苏,320000,ea489c253676aafc,Sedan,2018,1,1359
386,A,江西,360000,ea489c253676aafc,Sedan,2018,1,622
387,A,河北,130000,ea489c253676aafc,Sedan,2018,1,3233
388,A,河南,410000,ea489c253676aafc,Sedan,2018,1,2227
389,A,浙江,330000,ea489c253676aafc,Sedan,2018,1,383
390,A,湖北,420000,ea489c253676aafc,Sedan,2018,1,229
391,A,湖南,430000,ea489c253676aafc,Sedan,2018,1,400
392,A,福建,350000,ea489c253676aafc,Sedan,2018,1,274
393,A,辽宁,210000,ea489c253676aafc,Sedan,2018,1,721
394,A,重庆,500000,ea489c253676aafc,Sedan,2018,1,273
395,A,陕西,610000,ea489c253676aafc,Sedan,2018,1,1036
396,A,黑龙江,230000,ea489c253676aafc,Sedan,2018,1,585
397,A,上海,310000,cd5841d44fd7625e,Sedan,2018,1,406
398,A,云南,530000,cd5841d44fd7625e,Sedan,2018,1,502
399,A,内蒙古,150000,cd5841d44fd7625e,Sedan,2018,1,651
400,A,北京,110000,cd5841d44fd7625e,Sedan,2018,1,1260
401,A,四川,510000,cd5841d44fd7625e,Sedan,2018,1,1652
402,A,安徽,340000,cd5841d44fd7625e,Sedan,2018,1,846
403,A,山东,370000,cd5841d44fd7625e,Sedan,2018,1,2348
