,id,province,adcode,model,regYear,regMonth,carCommentVolum
31,32,广西,450000,3d7554f1f56dd664,2018,1,3298.0
32,33,江苏,320000,3d7554f1f56dd664,2018,1,3121.0
33,34,江西,360000,3d7554f1f56dd664,2018,1,3256.0
34,35,河北,130000,3d7554f1f56dd664,2018,1,3237.0
35,36,河南,410000,3d7554f1f56dd664,2018,1,3112.0
36,37,浙江,330000,3d7554f1f56dd664,2018,1,3254.0
37,38,湖北,420000,3d7554f1f56dd664,2018,1,3237.0
38,39,湖南,430000,3d7554f1f56dd664,2018,1,3237.0
39,40,福建,350000,3d7554f1f56dd664,2018,1,3204.0
40,41,辽宁,210000,3d7554f1f56dd664,2018,1,3202.0
41,42,重庆,500000,3d7554f1f56dd664,2018,1,3221.0
42,43,陕西,610000,3d7554f1f56dd664,2018,1,3304.0
43,44,黑龙江,230000,3d7554f1f56dd664,2018,1,3255.0
44,45,上海,310000,2d0d2c3403909fdb,2018,1,1057.0
45,46,云南,530000,2d0d2c3403909fdb,2018,1,995.0
46,47,内蒙古,150000,2d0d2c3403909fdb,2018,1,916.0
47,48,北京,110000,2d0d2c3403909fdb,2018,1,1255.0
48,49,四川,510000,2d0d2c3403909fdb,2018,1,1310.0
49,50,安徽,340000,2d0d2c3403909fdb,2018,1,1173.0
50,51,山东,370000,2d0d2c3403909fdb,2018,1,968.0
51,52,山西,140000,2d0d2c3403909fdb,2018,1,1156.0
52,53,广东,440000,2d0d2c3403909fdb,2018,1,1187.0
53,54,广西,450000,2d0d2c3403909fdb,2018,1,1154.0
54,55,江苏,320000,2d0d2c3403909fdb,2018,1,1230.0
55,56,江西,360000,2d0d2c3403909fdb,2018,1,815.0
56,57,河北,130000,2d0d2c3403909fdb,2018,1,828.0
57,58,河南,410000,2d0d2c3403909fdb,2018,1,1199.0
58,59,浙江,330000,2d0d2c3403909fdb,2018,1,1224.0
59,60,湖北,420000,2d0d2c3403909fdb,2018,1,970.0
60,61,湖南,430000,2d0d2c3403909fdb,2018,1,1194.0
61,62,福建,350000,2d0d2c3403909fdb,2018,1,1133.0
62,63,辽宁,210000,2d0d2c3403909fdb,2018,1,1239.0
63,64,重庆,500000,2d0d2c3403909fdb,2018,1,793.0
64,65,陕西,610000,2d0d2c3403909fdb,2018,1,953.0
65,66,黑龙江,230000,2d0d2c3403909fdb,2018,1,1060.0
66,67,上海,310000,a28bb927b6fcb33c,2018,1,1611.0
67,68,云南,530000,a28bb927b6fcb33c,2018,1,1648.0
68,69,内蒙古,150000,a28bb927b6fcb33c,2018,1,1507.0
69,70,北京,110000,a28bb927b6fcb33c,2018,1,1519.0
70,71,四川,510000,a28bb927b6fcb33c,2018,1,1518.0
71,72,安徽,340000,a28bb927b6fcb33c,2018,1,1620.0
72,73,山东,370000,a28bb927b6fcb33c,2018,1,1586.0
73,74,山西,140000,a28bb927b6fcb33c,2018,1,1615.0
74,75,广东,440000,a28bb927b6fcb33c,2018,1,1669.0
75,76,广西,450000,a28bb927b6fcb33c,2018,1,1462.0
76,77,江苏,320000,a28bb927b6fcb33c,2018,1,1575.0
77,78,江西,360000,a28bb927b6fcb33c,2018,1,1513.0
78,79,河北,130000,a28bb927b6fcb33c,2018,1,1547.0
79,80,河南,410000,a28bb927b6fcb33c,2018,1,1587.0
80,81,浙江,330000,a28bb927b6fcb33c,2018,1,1576.0
81,82,湖北,420000,a28bb927b6fcb33c,2018,1,1615.0
82,83,湖南,430000,a28bb927b6fcb33c,2018,1,1534.0
83,84,福建,350000,a28bb927b6fcb33c,2018,1,1593.0
84,85,辽宁,210000,a28bb927b6fcb33c,2018,1,1557.0
85,86,重庆,500000,a28bb927b6fcb33c,2018,1,1629.0
86,87,陕西,610000,a28bb927b6fcb33c,2018,1,1561.0
87,88,黑龙江,230000,a28bb927b6fcb33c,2018,1,1640.0
88,89,上海,310000,17bc272c93f19d56,2018,1,1486.0
89,90,云南,530000,17bc272c93f19d56,2018,1,1476.0
90,91,内蒙古,150000,17bc272c93f19d56,2018,1,1518.0
91,92,北京,110000,17bc272c93f19d56,2018,1,1568.0
92,93,四川,510000,17bc272c93f19d56,2018,1,1489.0
93,94,安徽,340000,17bc272c93f19d56,2018,1,1529.0
94,95,山东,370000,17bc272c93f19d56,2018,1,1515.0
95,96,山西,140000,17bc272c93f19d56,2018,1,1533.0
96,97,广东,440000,17bc272c93f19d56,2018,1,1461.0
97,98,广西,450000,17bc272c93f19d56,2018,1,1556.0
98,99,江苏,320000,17bc272c93f19d56,2018,1,1555.0
99,100,江西,360000,17bc272c93f19d56,2018,1,1532.0
100,101,河北,130000,17bc272c93f19d56,2018,1,1494.0
101,102,河南,410000,17bc272c93f19d56,2018,1,1508.0
102,103,浙江,330000,17bc272c93f19d56,2018,1,1491.0
103,104,湖北,420000,17bc272c93f19d56,2018,1,1544.0
104,105,湖南,430000,17bc272c93f19d56,2018,1,1495.0
105,106,福建,350000,17bc272c93f19d56,2018,1,1503.0
106,107,辽宁,210000,17bc272c93f19d56,2018,1,1452.0
107,108,重庆,500000,17bc272c93f19d56,2018,1,1524.0
108,109,陕西,610000,17bc272c93f19d56,2018,1,1533.0
109,110,黑龙江,230000,17bc272c93f19d56,2018,1,1561.0
110,111,上海,310000,2a2ab41f8f6ff1cb,2018,1,2225.0
111,112,云南,530000,2a2ab41f8f6ff1cb,2018,1,2171.0
112,113,内蒙古,150000,2a2ab41f8f6ff1cb,2018,1,2262.0
113,114,北京,110000,2a2ab41f8f6ff1cb,2018,1,2290.0
114,115,四川,510000,2a2ab41f8f6ff1cb,2018,1,2266.0
115,116,安徽,340000,2a2ab41f8f6ff1cb,2018,1,2264.0
116,117,山东,370000,2a2ab41f8f6ff1cb,2018,1,2173.0
117,118,山西,140000,2a2ab41f8f6ff1cb,2018,1,2228.0
118,119,广东,440000,2a2ab41f8f6ff1cb,2018,1,2195.0
119,120,广西,450000,2a2ab41f8f6ff1cb,2018,1,2167.0
120,121,江苏,320000,2a2ab41f8f6ff1cb,2018,1,2253.0
121,122,江西,360000,2a2ab41f8f6ff1cb,2018,1,2313.0
122,123,河北,130000,2a2ab41f8f6ff1cb,2018,1,2223.0
123,124,河南,410000,2a2ab41f8f6ff1cb,2018,1,2264.0
124,125,浙江,330000,2a2ab41f8f6ff1cb,2018,1,2240.0
125,126,湖北,420000,2a2ab41f8f6ff1cb,2018,1,2203.0
126,127,湖南,430000,2a2ab41f8f6ff1cb,2018,1,2339.0
127,128,福建,350000,2a2ab41f8f6ff1cb,2018,1,2198.0
128,129,辽宁,210000,2a2ab41f8f6ff1cb,2018,1,2238.0
129,130,重庆,500000,2a2ab41f8f6ff1cb,2018,1,2409.0
130,131,陕西,610000,2a2ab41f8f6ff1cb,2018,1,2250.0
131,132,黑龙江,230000,2a2ab41f8f6ff1cb,2018,1,2318.0
132,133,上海,310000,c06a2a387c0ee510,2018,1,3389.0
133,134,云南,530000,c06a2a387c0ee510,2018,1,3643.0
134,135,内蒙古,150000,c06a2a387c0ee510,2018,1,3612.0
135,136,北京,110000,c06a2a387c0ee510,2018,1,3549.0
136,137,四川,510000,c06a2a387c0ee510,2018,1,3631.0
137,138,安徽,340000,c06a2a387c0ee510,2018,1,3581.0
138,139,山东,370000,c06a2a387c0ee510,2018,1,3530.0
139,140,山西,140000,c06a2a387c0ee510,2018,1,3487.0
140,141,广东,440000,c06a2a387c0ee510,2018,1,3568.0
141,142,广西,450000,c06a2a387c0ee510,2018,1,3551.0
142,143,江苏,320000,c06a2a387c0ee510,2018,1,3458.0
143,144,江西,360000,c06a2a387c0ee510,2018,1,3491.0
144,145,河北,130000,c06a2a387c0ee510,2018,1,3543.0
145,146,河南,410000,c06a2a387c0ee510,2018,1,3560.0
146,147,浙江,330000,c06a2a387c0ee510,2018,1,3461.0
147,148,湖北,420000,c06a2a387c0ee510,2018,1,3533.0
148,149,湖南,430000,c06a2a387c0ee510,2018,1,3425.0
149,150,福建,350000,c06a2a387c0ee510,2018,1,3605.0
150,151,辽宁,210000,c06a2a387c0ee510,2018,1,3588.0
151,152,重庆,500000,c06a2a387c0ee510,2018,1,3590.0
152,153,陕西,610000,c06a2a387c0ee510,2018,1,3539.0
153,154,黑龙江,230000,c06a2a387c0ee510,2018,1,3483.0
154,155,上海,310000,7023efdab9cedc03,2018,1,5571.0
155,156,云南,530000,7023efdab9cedc03,2018,1,5672.0
156,157,内蒙古,150000,7023efdab9cedc03,2018,1,5546.0
157,158,北京,110000,7023efdab9cedc03,2018,1,5572.0
158,159,四川,510000,7023efdab9cedc03,2018,1,5607.0
159,160,安徽,340000,7023efdab9cedc03,2018,1,5731.0
160,161,山东,370000,7023efdab9cedc03,2018,1,5572.0
161,162,山西,140000,7023efdab9cedc03,2018,1,5634.0
162,163,广东,440000,7023efdab9cedc03,2018,1,5799.0
163,164,广西,450000,7023efdab9cedc03,2018,1,5599.0
164,165,江苏,320000,7023efdab9cedc03,2018,1,5708.0
165,166,江西,360000,7023efdab9cedc03,2018,1,5527.0
166,167,河北,130000,7023efdab9cedc03,2018,1,5643.0
167,168,河南,410000,7023efdab9cedc03,2018,1,5657.0
168,169,浙江,330000,7023efdab9cedc03,2018,1,5736.0
169,170,湖北,420000,7023efdab9cedc03,2018,1,5787.0
170,171,湖南,430000,7023efdab9cedc03,2018,1,5668.0
171,172,福建,350000,7023efdab9cedc03,2018,1,5413.0
172,173,辽宁,210000,7023efdab9cedc03,2018,1,5508.0
173,174,重庆,500000,7023efdab9cedc03,2018,1,5798.0
174,175,陕西,610000,7023efdab9cedc03,2018,1,5584.0
175,176,黑龙江,230000,7023efdab9cedc03,2018,1,5720.0
176,177,上海,310000,af6f4f548684e14d,2018,1,7828.0
177,178,云南,530000,af6f4f548684e14d,2018,1,8008.0
178,179,内蒙古,150000,af6f4f548684e14d,2018,1,7820.0
179,180,北京,110000,af6f4f548684e14d,2018,1,7967.0
180,181,四川,510000,af6f4f548684e14d,2018,1,8177.0
181,182,安徽,340000,af6f4f548684e14d,2018,1,7931.0
182,183,山东,370000,af6f4f548684e14d,2018,1,8019.0
183,184,山西,140000,af6f4f548684e14d,2018,1,7734.0
184,185,广东,440000,af6f4f548684e14d,2018,1,8081.0
185,186,广西,450000,af6f4f548684e14d,2018,1,7932.0
186,187,江苏,320000,af6f4f548684e14d,2018,1,8031.0
187,188,江西,360000,af6f4f548684e14d,2018,1,8026.0
188,189,河北,130000,af6f4f548684e14d,2018,1,7804.0
189,190,河南,410000,af6f4f548684e14d,2018,1,8057.0
190,191,浙江,330000,af6f4f548684e14d,2018,1,7937.0
191,192,湖北,420000,af6f4f548684e14d,2018,1,8030.0
192,193,湖南,430000,af6f4f548684e14d,2018,1,7976.0
193,194,福建,350000,af6f4f548684e14d,2018,1,8096.0
194,195,辽宁,210000,af6f4f548684e14d,2018,1,7843.0
195,196,重庆,500000,af6f4f548684e14d,2018,1,7865.0
196,197,陕西,610000,af6f4f548684e14d,2018,1,7910.0
197,198,黑龙江,230000,af6f4f548684e14d,2018,1,7806.0
198,199,上海,310000,7cf283430b3b5e38,2018,1,1858.0
199,200,云南,530000,7cf283430b3b5e38,2018,1,1846.0
200,201,内蒙古,150000,7cf283430b3b5e38,2018,1,1896.0
201,202,北京,110000,7cf283430b3b5e38,2018,1,1825.0
202,203,四川,510000,7cf283430b3b5e38,2018,1,1806.0
203,204,安徽,340000,7cf283430b3b5e38,2018,1,1840.0
204,205,山东,370000,7cf283430b3b5e38,2018,1,1826.0
205,206,山西,140000,7cf283430b3b5e38,2018,1,1871.0
206,207,广东,440000,7cf283430b3b5e38,2018,1,1830.0
207,208,广西,450000,7cf283430b3b5e38,2018,1,1828.0
208,209,江苏,320000,7cf283430b3b5e38,2018,1,1825.0
209,210,江西,360000,7cf283430b3b5e38,2018,1,1853.0
210,211,河北,130000,7cf283430b3b5e38,2018,1,1804.0
211,212,河南,410000,7cf283430b3b5e38,2018,1,1804.0
212,213,浙江,330000,7cf283430b3b5e38,2018,1,1911.0
213,214,湖北,420000,7cf283430b3b5e38,2018,1,1836.0
214,215,湖南,430000,7cf283430b3b5e38,2018,1,1820.0
215,216,福建,350000,7cf283430b3b5e38,2018,1,1819.0
216,217,辽宁,210000,7cf283430b3b5e38,2018,1,1872.0
217,218,重庆,500000,7cf283430b3b5e38,2018,1,1852.0
218,219,陕西,610000,7cf283430b3b5e38,2018,1,1827.0
219,220,黑龙江,230000,7cf283430b3b5e38,2018,1,1764.0
220,221,上海,310000,d4efbebb087fd03f,2018,1,2325.0
221,222,云南,530000,d4efbebb087fd03f,2018,1,2337.0
222,223,内蒙古,150000,d4efbebb087fd03f,2018,1,2409.0
223,224,北京,110000,d4efbebb087fd03f,2018,1,2353.0
224,225,四川,510000,d4efbebb087fd03f,2018,1,2395.0
225,226,安徽,340000,d4efbebb087fd03f,2018,1,2415.0
226,227,山东,370000,d4efbebb087fd03f,2018,1,2430.0
227,228,山西,140000,d4efbebb087fd03f,2018,1,2440.0
228,229,广东,440000,d4efbebb087fd03f,2018,1,2342.0
229,230,广西,450000,d4efbebb087fd03f,2018,1,2377.0
230,231,江苏,320000,d4efbebb087fd03f,2018,1,2367.0
231,232,江西,360000,d4efbebb087fd03f,2018,1,2523.0
232,233,河北,130000,d4efbebb087fd03f,2018,1,2421.0
233,234,河南,410000,d4efbebb087fd03f,2018,1,2351.0
234,235,浙江,330000,d4efbebb087fd03f,2018,1,2392.0
235,236,湖北,420000,d4efbebb087fd03f,2018,1,2351.0
236,237,湖南,430000,d4efbebb087fd03f,2018,1,2433.0
237,238,福建,350000,d4efbebb087fd03f,2018,1,2445.0
238,239,辽宁,210000,d4efbebb087fd03f,2018,1,2359.0
239,240,重庆,500000,d4efbebb087fd03f,2018,1,2396.0
240,241,陕西,610000,d4efbebb087fd03f,2018,1,2399.0
241,242,黑龙江,230000,d4efbebb087fd03f,2018,1,2443.0
242,243,上海,310000,7245e0ee27b195cd,2018,1,698.0
243,244,云南,530000,7245e0ee27b195cd,2018,1,719.0
244,245,内蒙古,150000,7245e0ee27b195cd,2018,1,749.0
245,246,北京,110000,7245e0ee27b195cd,2018,1,740.0
246,247,四川,510000,7245e0ee27b195cd,2018,1,792.0
247,248,安徽,340000,7245e0ee27b195cd,2018,1,722.0
248,249,山东,370000,7245e0ee27b195cd,2018,1,698.0
249,250,山西,140000,7245e0ee27b195cd,2018,1,760.0
250,251,广东,440000,7245e0ee27b195cd,2018,1,746.0
251,252,广西,450000,7245e0ee27b195cd,2018,1,685.0
252,253,江苏,320000,7245e0ee27b195cd,2018,1,694.0
253,254,江西,360000,7245e0ee27b195cd,2018,1,668.0
254,255,河北,130000,7245e0ee27b195cd,2018,1,767.0
255,256,河南,410000,7245e0ee27b195cd,2018,1,691.0
256,257,浙江,330000,7245e0ee27b195cd,2018,1,702.0
257,258,湖北,420000,7245e0ee27b195cd,2018,1,746.0
258,259,湖南,430000,7245e0ee27b195cd,2018,1,740.0
259,260,福建,350000,7245e0ee27b195cd,2018,1,783.0
260,261,辽宁,210000,7245e0ee27b195cd,2018,1,707.0
261,262,重庆,500000,7245e0ee27b195cd,2018,1,750.0
262,263,陕西,610000,7245e0ee27b195cd,2018,1,791.0
263,264,黑龙江,230000,7245e0ee27b195cd,2018,1,775.0
264,265,上海,310000,8c915fe4632fb9fa,2018,1,2250.0
265,266,云南,530000,8c915fe4632fb9fa,2018,1,2196.0
266,267,内蒙古,150000,8c915fe4632fb9fa,2018,1,2254.0
267,268,北京,110000,8c915fe4632fb9fa,2018,1,2120.0
268,269,四川,510000,8c915fe4632fb9fa,2018,1,2078.0
269,270,安徽,340000,8c915fe4632fb9fa,2018,1,2167.0
270,271,山东,370000,8c915fe4632fb9fa,2018,1,2216.0
271,272,山西,140000,8c915fe4632fb9fa,2018,1,2111.0
272,273,广东,440000,8c915fe4632fb9fa,2018,1,2082.0
273,274,广西,450000,8c915fe4632fb9fa,2018,1,2246.0
274,275,江苏,320000,8c915fe4632fb9fa,2018,1,2227.0
275,276,江西,360000,8c915fe4632fb9fa,2018,1,2188.0
276,277,河北,130000,8c915fe4632fb9fa,2018,1,2238.0
277,278,河南,410000,8c915fe4632fb9fa,2018,1,2182.0
278,279,浙江,330000,8c915fe4632fb9fa,2018,1,2060.0
279,280,湖北,420000,8c915fe4632fb9fa,2018,1,2175.0
280,281,湖南,430000,8c915fe4632fb9fa,2018,1,2209.0
281,282,福建,350000,8c915fe4632fb9fa,2018,1,2152.0
282,283,辽宁,210000,8c915fe4632fb9fa,2018,1,2098.0
283,284,重庆,500000,8c915fe4632fb9fa,2018,1,2186.0
284,285,陕西,610000,8c915fe4632fb9fa,2018,1,2191.0
285,286,黑龙江,230000,8c915fe4632fb9fa,2018,1,2275.0
286,287,上海,310000,6155b214590c66e6,2018,1,5426.0
287,288,云南,530000,6155b214590c66e6,2018,1,5255.0
288,289,内蒙古,150000,6155b214590c66e6,2018,1,5498.0
289,290,北京,110000,6155b214590c66e6,2018,1,5212.0
290,291,四川,510000,6155b214590c66e6,2018,1,5542.0
291,292,安徽,340000,6155b214590c66e6,2018,1,5381.0
292,293,山东,370000,6155b214590c66e6,2018,1,5406.0
293,294,山西,140000,6155b214590c66e6,2018,1,5390.0
294,295,广东,440000,6155b214590c66e6,2018,1,5502.0
295,296,广西,450000,6155b214590c66e6,2018,1,5364.0
296,297,江苏,320000,6155b214590c66e6,2018,1,5551.0
297,298,江西,360000,6155b214590c66e6,2018,1,5314.0
298,299,河北,130000,6155b214590c66e6,2018,1,5647.0
299,300,河南,410000,6155b214590c66e6,2018,1,5471.0
300,301,浙江,330000,6155b214590c66e6,2018,1,5283.0
301,302,湖北,420000,6155b214590c66e6,2018,1,5368.0
302,303,湖南,430000,6155b214590c66e6,2018,1,5194.0
303,304,福建,350000,6155b214590c66e6,2018,1,5433.0
304,305,辽宁,210000,6155b214590c66e6,2018,1,5369.0
305,306,重庆,500000,6155b214590c66e6,2018,1,5622.0
306,307,陕西,610000,6155b214590c66e6,2018,1,5435.0
307,308,黑龙江,230000,6155b214590c66e6,2018,1,5351.0
308,309,上海,310000,28e29f2c03dcd84c,2018,1,-1192.0
309,310,云南,530000,28e29f2c03dcd84c,2018,1,-1296.0
310,311,内蒙古,150000,28e29f2c03dcd84c,2018,1,-1048.0
311,312,北京,110000,28e29f2c03dcd84c,2018,1,-1185.0
312,313,四川,510000,28e29f2c03dcd84c,2018,1,-1268.0
313,314,安徽,340000,28e29f2c03dcd84c,2018,1,-1243.0
314,315,山东,370000,28e29f2c03dcd84c,2018,1,-1179.0
315,316,山西,140000,28e29f2c03dcd84c,2018,1,-1076.0
316,317,广东,440000,28e29f2c03dcd84c,2018,1,-1159.0
317,318,广西,450000,28e29f2c03dcd84c,2018,1,-1154.0
318,319,江苏,320000,28e29f2c03dcd84c,2018,1,-1281.0
319,320,江西,360000,28e29f2c03dcd84c,2018,1,-1116.0
320,321,河北,130000,28e29f2c03dcd84c,2018,1,-1165.0
321,322,河南,410000,28e29f2c03dcd84c,2018,1,-1312.0
322,323,浙江,330000,28e29f2c03dcd84c,2018,1,-1203.0
323,324,湖北,420000,28e29f2c03dcd84c,2018,1,-1170.0
324,325,湖南,430000,28e29f2c03dcd84c,2018,1,-1278.0
325,326,福建,350000,28e29f2c03dcd84c,2018,1,-1279.0
326,327,辽宁,210000,28e29f2c03dcd84c,2018,1,-1119.0
327,328,重庆,500000,28e29f2c03dcd84c,2018,1,-1008.0
328,329,陕西,610000,28e29f2c03dcd84c,2018,1,-1307.0
329,330,黑龙江,230000,28e29f2c03dcd84c,2018,1,-1351.0
330,331,上海,310000,37aa9169b575ef79,2018,1,717.0
331,332,云南,530000,37aa9169b575ef79,2018,1,711.0
332,333,内蒙古,150000,37aa9169b575ef79,2018,1,688.0
333,334,北京,110000,37aa9169b575ef79,2018,1,743.0
334,335,四川,510000,37aa9169b575ef79,2018,1,796.0
335,336,安徽,340000,37aa9169b575ef79,2018,1,825.0
336,337,山东,370000,37aa9169b575ef79,2018,1,772.0
337,338,山西,140000,37aa9169b575ef79,2018,1,648.0
338,339,广东,440000,37aa9169b575ef79,2018,1,826.0
339,340,广西,450000,37aa9169b575ef79,2018,1,822.0
340,341,江苏,320000,37aa9169b575ef79,2018,1,695.0
341,342,江西,360000,37aa9169b575ef79,2018,1,787.0
342,343,河北,130000,37aa9169b575ef79,2018,1,839.0
343,344,河南,410000,37aa9169b575ef79,2018,1,765.0
344,345,浙江,330000,37aa9169b575ef79,2018,1,799.0
345,346,湖北,420000,37aa9169b575ef79,2018,1,865.0
346,347,湖南,430000,37aa9169b575ef79,2018,1,799.0
347,348,福建,350000,37aa9169b575ef79,2018,1,640.0
348,349,辽宁,210000,37aa9169b575ef79,2018,1,678.0
349,350,重庆,500000,37aa9169b575ef79,2018,1,773.0
350,351,陕西,610000,37aa9169b575ef79,2018,1,836.0
351,352,黑龙江,230000,37aa9169b575ef79,2018,1,805.0
352,353,上海,310000,63065128401bb3ff,2018,1,2636.0
353,354,云南,530000,63065128401bb3ff,2018,1,2681.0
354,355,内蒙古,150000,63065128401bb3ff,2018,1,2674.0
355,356,北京,110000,63065128401bb3ff,2018,1,2615.0
356,357,四川,510000,63065128401bb3ff,2018,1,2610.0
357,358,安徽,340000,63065128401bb3ff,2018,1,2625.0
358,359,山东,370000,63065128401bb3ff,2018,1,2626.0
359,360,山西,140000,63065128401bb3ff,2018,1,2748.0
360,361,广东,440000,63065128401bb3ff,2018,1,2554.0
361,362,广西,450000,63065128401bb3ff,2018,1,2644.0
362,363,江苏,320000,63065128401bb3ff,2018,1,2616.0
363,364,江西,360000,63065128401bb3ff,2018,1,2664.0
364,365,河北,130000,63065128401bb3ff,2018,1,2643.0
365,366,河南,410000,63065128401bb3ff,2018,1,2634.0
366,367,浙江,330000,63065128401bb3ff,2018,1,2760.0
367,368,湖北,420000,63065128401bb3ff,2018,1,2695.0
368,369,湖南,430000,63065128401bb3ff,2018,1,2584.0
369,370,福建,350000,63065128401bb3ff,2018,1,2692.0
370,371,辽宁,210000,63065128401bb3ff,2018,1,2562.0
371,372,重庆,500000,63065128401bb3ff,2018,1,2596.0
372,373,陕西,610000,63065128401bb3ff,2018,1,2623.0
373,374,黑龙江,230000,63065128401bb3ff,2018,1,2623.0
374,375,上海,310000,ea489c253676aafc,2018,1,1859.0
375,376,云南,530000,ea489c253676aafc,2018,1,1806.0
376,377,内蒙古,150000,ea489c253676aafc,2018,1,1844.0
377,378,北京,110000,ea489c253676aafc,2018,1,1861.0
378,379,四川,510000,ea489c253676aafc,2018,1,1858.0
379,380,安徽,340000,ea489c253676aafc,2018,1,1889.0
380,381,山东,370000,ea489c253676aafc,2018,1,1871.0
381,382,山西,140000,ea489c253676aafc,2018,1,1923.0
382,383,广东,440000,ea489c253676aafc,2018,1,1848.0
383,384,广西,450000,ea489c253676aafc,2018,1,1905.0
384,385,江苏,320000,ea489c253676aafc,2018,1,1853.0
385,386,江西,360000,ea489c253676aafc,2018,1,1813.0
386,387,河北,130000,ea489c253676aafc,2018,1,1816.0
387,388,河南,410000,ea489c253676aafc,2018,1,1792.0
388,389,浙江,330000,ea489c253676aafc,2018,1,1802.0
389,390,湖北,420000,ea489c253676aafc,2018,1,1900.0
390,391,湖南,430000,ea489c253676aafc,2018,1,1844.0
391,392,福建,350000,ea489c253676aafc,2018,1,1845.0
392,393,辽宁,210000,ea489c253676aafc,2018,1,1864.0
393,394,重庆,500000,ea489c253676aafc,2018,1,1783.0
394,395,陕西,610000,ea489c253676aafc,2018,1,1883.0
395,396,黑龙江,230000,ea489c253676aafc,2018,1,1854.0
396,397,上海,310000,cd5841d44fd7625e,2018,1,1532.0
397,398,云南,530000,cd5841d44fd7625e,2018,1,1482.0
398,399,内蒙古,150000,cd5841d44fd7625e,2018,1,1284.0
399,400,北京,110000,cd5841d44fd7625e,2018,1,1467.0
400,401,四川,510000,cd5841d44fd7625e,2018,1,1377.0
401,402,安徽,340000,cd5841d44fd7625e,2018,1,1409.0
402,403,山东,370000,cd5841d44fd7625e,2018,1,1371.0
403,404,山西,140000,cd5841d44fd7625e,2018,1,1336.0
404,405,广东,440000,cd5841d44fd7625e,2018,1,1398.0
405,406,广西,450000,cd5841d44fd7625e,2018,1,1608.0
406,407,江苏,320000,cd5841d44fd7625e,2018,1,1480.0
407,408,江西,360000,cd5841d44fd7625e,2018,1,1364.0
408,409,河北,130000,cd5841d44fd7625e,2018,1,1609.0
409,410,河南,410000,cd5841d44fd7625e,2018,1,1477.0
410,411,浙江,330000,cd5841d44fd7625e,2018,1,1759.0
411,412,湖北,420000,cd5841d44fd7625e,2018,1,1412.0
412,413,湖南,430000,cd5841d44fd7625e,2018,1,1309.0
413,414,福建,350000,cd5841d44fd7625e,2018,1,1463.0
414,415,辽宁,210000,cd5841d44fd7625e,2018,1,1449.0
415,416,重庆,500000,cd5841d44fd7625e,2018,1,1607.0
416,417,陕西,610000,cd5841d44fd7625e,2018,1,1333.0
417,418,黑龙江,230000,cd5841d44fd7625e,2018,1,1512.0
418,419,上海,310000,b25c4e2e3856af22,2018,1,14825.0
419,420,云南,530000,b25c4e2e3856af22,2018,1,14578.0
420,421,内蒙古,150000,b25c4e2e3856af22,2018,1,14853.0
421,422,北京,110000,b25c4e2e3856af22,2018,1,14945.0
422,423,四川,510000,b25c4e2e3856af22,2018,1,14895.0
423,424,安徽,340000,b25c4e2e3856af22,2018,1,14690.0
424,425,山东,370000,b25c4e2e3856af22,2018,1,14873.0
425,426,山西,140000,b25c4e2e3856af22,2018,1,14533.0
426,427,广东,440000,b25c4e2e3856af22,2018,1,14622.0
427,428,广西,450000,b25c4e2e3856af22,2018,1,14657.0
428,429,江苏,320000,b25c4e2e3856af22,2018,1,14898.0
